"communityname","population","state","medIncome","medIncomein000s","PctRecImmig5","PctNotHSGrad","PctUnemployed","PopDens","LemasSwornFT","PctFam2Par","PctPopUnderPov","PctVacMore6Mos","PctShelter","MedYrHousBuilt","new_murdPerPop","new_rapesPerPop","new_robbbPerPop","new_assaultPerPop","new_burglPerPop","new_larcPerPop","new_autoTheftPerPop","new_arsonsPerPop","calc_ViolentCrimesPerPop","calc_nonViolPerPop","totCrimesPerPop"
"WestMifflinborough",23644,"PA",26867,26.867,0.05,22.32,7.39,1611.7,NA,73.97,9.99,45.48,0,1954,8.54,8.54,115.32,337.4,401.47,2284.96,1618.69,12.81,469.8,4317.93,4787.73
"Johnstowncity",28134,"PA",14839,14.839,0.05,35.82,14.17,4642.6,NA,60.67,26.94,53.59,0.209710670363262,1939,0,69.44,175.42,449.51,1081.75,2784.78,226.58,36.55,694.37,4129.66,4824.03
"Gainesvillecity",14256,"TX",20364,20.364,0.93,32.93,6.56,1021.8,NA,73.35,21.68,53.66,0.0280583613916947,1960,6.93,34.65,90.1,145.54,1088.09,3499.9,207.91,13.86,277.22,4809.76,5086.98
"PortAngelescity",17710,"WA",24685,24.685,0.75,20.41,7.46,1748.6,NA,68.28,13.89,22.62,0.197628458498024,1957,10.41,72.84,78.04,78.04,920.87,5228.66,244.52,67.63,239.33,6461.68,6701.01
"Modestocity",164730,"CA",31701,31.701,3.32,25.21,8.9,5268.3,190,73.47,12.98,14.76,0.127481333090512,1974,6.77,45.14,200.85,560.81,1441.52,4140.62,898.76,160.23,813.57,6641.13,7454.7
"Shivelycity",15535,"KY",24966,24.966,0.11,34.99,6.09,3217.7,NA,65.99,10.67,31.47,0,1959,0,70.29,306.73,255.61,1137.45,2147.1,728.48,0,632.63,4013.03,4645.66
"Plainstownship",10988,"PA",25344,25.344,0.15,30.9,6.44,814.9,NA,81.85,9.05,67.65,0,1939,0,17.9,35.79,125.28,697.99,2425.06,187.92,8.95,178.97,3319.92,3498.89
"Galvestoncity",59070,"TX",20825,20.825,1.44,29.99,8.93,1235.1,163,57.24,24.24,44.43,0.179448112409006,1959,39.78,92.81,490.56,1133.6,1615.87,6370.67,1277.78,99.44,1756.75,9363.76,11120.51
"Flinttownship",34081,"MI",31394,31.394,0.38,22.16,7.05,1387.2,NA,70.24,9.98,31.48,0,1967,0,26.92,151.34,305.53,705.29,5962.14,616.77,22.84,483.79,7307.04,7790.83
"Saratogacity",28061,"CA",86674,86.674,2.93,5.01,2.86,2262.3,NA,89.97,1.44,40.38,0,1964,0,13.33,43.33,116.65,593.23,1106.48,46.66,6.67,173.31,1753.04,1926.35
"Berkleycity",16960,"MI",36693,36.693,0.31,16.57,5.12,6235.3,NA,81.78,3.72,32.2,0,1947,0,26.92,66.05,102.08,288.24,1717.41,168.14,0,195.05,2173.79,2368.84
"VentnorCitycity",11005,"NJ",33120,33.12,0.97,20.55,3.35,4955.4,NA,70.2,6.64,62.96,0,1952,0,0,92.2,221.28,1825.56,3918.5,175.18,0,313.48,5919.24,6232.72
"Vacavillecity",71479,"CA",40679,40.679,1.54,17.65,4.9,3047.4,NA,76.5,6.09,26.82,0,1977,1.2,23.97,89.9,318.85,674.86,2878.03,261.31,32.36,433.92,3846.56,4280.48
"Amescity",47198,"IA",24636,24.636,6.5,4.86,4.29,2318.1,NA,82.88,24.12,26.74,0.0466121445823976,1965,2.14,34.21,10.69,44.89,307.85,2969.47,147.51,21.08,91.93,3445.91,3537.84
"SouthSaltLakecity",10129,"UT",18627,18.627,1.91,27.29,7.93,2184.9,NA,60.38,17.24,27.71,0,1961,0,61.15,192.17,349.41,2087.7,10945.14,1048.22,61.15,602.73,14142.21,14744.94
"Guilfordtown",19848,"CT",56115,56.115,0.79,8.6,3.69,406.2,NA,86.58,2.97,73.29,0,1970,0,4.98,24.88,14.93,512.57,2030.36,114.46,4.98,44.79,2662.37,2707.16
"Saugustown",25549,"MA",41919,41.919,0.21,19.43,5.8,2244.1,NA,82.07,3.93,39.26,0.0117421425496106,1955,0,7.39,70.22,413.93,572.84,395.45,302.355,21.08,491.54,1291.725,1783.265
"Alexandriacity",111183,"VA",41472,41.472,6.73,13.09,3.5,7028,257,65.23,7.09,10.12,0.342678287148215,1963,7.89,28.94,329.78,292.94,807.79,4983.55,849.89,27.19,659.55,6668.42,7327.97
"Caycecity",11163,"SC",27065,27.065,0.3,26.53,4.88,1217.1,NA,70.83,9.3,33.22,0,1963,0,66.54,370.72,855.51,1283.27,5874.52,655.89,0,1292.77,7813.68,9106.45
"Leesburgtown",16202,"VA",39887,39.887,1.68,17.31,2.11,1355.1,159,76.58,6.14,31.44,0.037032465127762,1981,5.01,40.05,20.02,85.1,270.32,2042.45,115.14,5.01,150.18,2432.92,2583.1
"Rowlettcity",23260,"TX",48121,48.121,0.68,9.43,3.14,1200.5,NA,89.58,2.53,53.21,0,1984,0,25.22,28.37,296.29,791.15,2023.58,107.17,15.76,349.88,2937.66,3287.54
"Nutleytownship",27099,"NJ",43172,43.172,2.15,20.49,5.15,7771.9,NA,84,5.04,42.51,0,1946,3.63,10.89,87.13,177.9,718.85,1288.85,446.56,54.46,279.55,2508.72,2788.27
"Kelsocity",11820,"WA",23887,23.887,1,27.43,10.15,1477.5,NA,63.74,20.43,42.55,0.0253807106598985,1953,0,241.06,136.6,361.59,1534.75,6034.55,498.19,88.39,739.25,8155.88,8895.13
"Donnacity",12652,"TX",16922,16.922,2.7,59.01,18.14,2764.9,NA,70.46,38.96,20.61,0,1973,6.78,47.46,54.24,176.27,1830.51,6515.25,576.27,0,284.75,8922.03,9206.78
"Hollywoodcity",121697,"FL",27352,27.352,3.4,27.12,6.05,4308.2,285,70.56,11.01,31.78,0.0739541648520506,1966,7.09,33.1,374.31,408.2,1802.21,5437.35,1026.79,16.55,822.7,8282.9,9105.6
"Pittsburghcity",369879,"PA",20747,20.747,1.32,27.55,9.07,6417.5,232,55.81,21.42,51.04,0.187358568612979,1939,22.55,63.7,784.71,391.51,1299.68,3669.03,1833.81,94.42,1262.47,6896.94,8159.41
"Wethersfieldtown",25651,"CT",43888,43.888,0.3,19.99,3.46,1997.9,NA,82.44,2.7,26.56,0.0896651202682157,1958,0,11.68,85.67,112.93,451.71,1841.9,373.83,7.79,210.28,2675.23,2885.51
"Florencecity",18624,"KY",31270,31.27,0.92,23.54,3.33,2168.6,NA,75.31,8.91,9.91,0,1972,0,22.75,122.84,318.49,691.57,4340.51,254.79,0,464.08,5286.87,5750.95
"Whitehallborough",14451,"PA",34183,34.183,0.21,13.26,4.11,4243.8,NA,83.3,6.66,19.68,0,1954,0,21.27,7.09,14.18,63.81,616.85,163.07,0,42.54,843.73,886.27
"Cliftoncity",71742,"NJ",39905,39.905,3.17,27.14,4.71,6124.7,142,81.63,4.7,41.54,0.0027877672771877,1947,0,10.75,96.79,98.14,588.82,1884.76,604.95,6.72,205.68,3085.25,3290.93
"Plymouthtown",45608,"MA",39886,39.886,0.28,15.79,7.16,456.3,NA,78.57,5.75,66.22,0.00657779336958428,1971,2.06,28.86,22.68,843.23,956.62,2080.24,156.69,2.06,896.83,3195.61,4092.44
"FortCollinscity",87758,"CO",26826,26.826,2.18,8.55,5.64,2056.4,NA,78.2,16.95,25.54,0.0364639121219718,1974,0.99,67.05,25.64,289.9,749.39,3398.87,169.6,26.62,383.58,4344.48,4728.06
"Lincolntown",18045,"RI",37082,37.082,0.05,23.89,4.91,955.7,NA,81.9,4.8,39.09,0,1957,0,42.98,16.12,16.12,537.26,2509,719.93,5.37,75.22,3771.56,3846.78
"Rosemeadcity",51638,"CA",29770,29.77,13.24,46.16,8.41,9728.3,NA,74,20.02,32.56,0,1957,15.3,19.13,506.84,721.05,1206.85,1707.95,864.49,19.13,1262.32,3798.42,5060.74
"Ashlandcity",16234,"OR",23579,23.579,2.21,9.95,6.19,2464.2,NA,64.16,17.35,21.08,0,1965,5.8,28.98,63.76,46.37,892.6,4474.58,197.07,69.55,144.91,5633.8,5778.71
"MiamiShoresvillage",10084,"FL",41670,41.67,4.82,14.97,4.8,3896.4,NA,76.42,11.12,36.65,0,1953,0,18.16,962.32,444.85,2850.66,4775.31,1933.73,9.08,1425.33,9568.78,10994.11
"OaklandParkcity",26326,"FL",27708,27.708,5.74,21.69,4.61,3993.6,NA,63.04,10.36,23.96,0,1971,6.76,91.2,604.65,905.28,3276.58,8242.13,1675.45,6.76,1607.89,13200.92,14808.81
"NewCastlecity",17753,"IN",19343,19.343,0.06,36.54,11.23,2994.8,NA,67.32,19.72,49.35,0.0450628062862615,1950,0,31.78,31.78,58.26,1149.24,4771.74,243.62,0,121.82,6164.6,6286.42
"Plainviewcity",21700,"TX",21433,21.433,1.03,37.63,8,1608.4,NA,77.3,22.58,51.55,0,1962,17.59,17.59,87.93,444.05,1384.92,3767.86,171.47,30.78,567.16,5355.03,5922.19
"Laconiacity",15743,"NH",29116,29.116,0.07,22.98,7.74,748.6,NA,71.63,8.24,45.93,0,1951,6.47,401.35,25.89,194.2,932.16,4712.58,265.41,284.83,627.91,6194.98,6822.89
"Franklintown",22095,"MA",50679,50.679,0.6,12.24,5.23,797.5,NA,86.03,2.4,30.42,0,1966,0,7.7,7.7,53.93,61.64,874.49,96.31,0,69.33,1032.44,1101.77
"Wilkinsburgborough",21080,"PA",22709,22.709,0.46,19.13,8.8,8836.4,NA,49.17,17.28,47.02,0,1941,29.5,93.42,904.71,1558.66,1691.42,2124.1,1706.17,54.09,2586.29,5575.78,8162.07
"Pecoscity",12069,"TX",19017,19.017,1.8,52.26,13.32,1599.8,NA,80.57,26.74,66.67,0.0497141436738752,1959,0,8.41,33.66,193.52,900.29,2507.36,67.31,0,235.59,3474.96,3710.55
"BattleCreekcity",53540,"MI",25306,25.306,0.71,23.41,10.22,1207.3,110,59.9,18.26,48.52,0.224131490474412,1950,10.38,26.92,251.77,635.93,1521.03,4333.38,351.71,35.04,925,6241.16,7166.16
"Clearfieldcity",21435,"UT",26875,26.875,1.48,13.46,6.5,2775.1,NA,78.22,17.51,28.74,0,1972,4.19,20.95,33.51,121.49,381.22,2278.92,146.62,29.32,180.14,2836.08,3016.22
"PompanoBeachcity",72411,"FL",29683,29.683,3.44,26.27,6.34,3435.7,254,55.82,16.05,27.4,0.0151910621314441,1972,9.11,70.24,814.31,1788.62,2902.11,6665.37,1453.01,37.72,2682.28,11058.21,13740.49
"Warwicktownship",11622,"PA",41338,41.338,0.22,22.37,2.44,559.7,NA,89.58,2.69,38.32,0,1974,0,0,0,16.92,16.92,490.78,8.46,0,16.92,516.16,533.08
"Westfordtown",16392,"MA",60566,60.566,0.48,9.51,5.41,516.9,NA,89.67,1.12,55.61,0,1969,0,5.88,5.88,82.38,258.91,912.09,82.38,0,94.14,1253.38,1347.52
"WarrensvilleHeightscity",15745,"OH",27893,27.893,0.76,23.01,9.34,3797.3,NA,50.16,10.28,17.54,0,1961,18.98,56.93,436.49,417.51,721.15,2233.05,1056.43,56.93,929.91,4067.56,4997.47
"Alvincity",19220,"TX",28860,28.86,1.14,26.19,4.56,1013.5,NA,74.86,14.01,57.59,0,1974,9.11,22.79,77.48,241.55,811.23,4584.81,255.22,9.11,350.93,5660.37,6011.3
"Everettcity",69961,"WA",28415,28.415,1.18,19,6.38,2259.7,149,64.46,12.04,20.94,0.307314074984634,1964,5.21,151.12,209.74,164.15,1192.03,5947.11,600.57,78.17,530.22,7817.88,8348.1
"Beavertoncity",53310,"OR",33951,33.951,2.54,8.52,3.79,3722.8,NA,76.1,6.45,4.99,0,1977,0,28.13,86.06,201.91,865.55,3697.21,474.98,47.99,316.1,5085.73,5401.83
"Wilmingtoncity",11199,"OH",25300,25.3,0.32,22.29,6.61,2176.8,NA,69.81,15.05,36.59,0.1071524243236,1959,8.61,77.47,51.64,284.04,516.44,3804.44,163.54,0,421.76,4484.42,4906.18
"Alabastercity",14732,"AL",39261,39.261,0.28,22.15,2.83,754.6,NA,83.95,5.65,21.97,0,1979,5.75,17.24,11.49,103.45,126.44,321.86,40.23,21.08,137.93,509.61,647.54
"Martinsvillecity",11677,"IN",24868,24.868,0,30.57,5.96,2790.9,NA,73.87,10.84,48.47,0.0770745910764751,1960,0,8.03,0,208.84,473.9,3277.11,160.64,24.1,216.87,3935.75,4152.62
"PomptonLakesborough",10539,"NJ",48864,48.864,1.1,20.26,3.61,3428,NA,82.32,2.07,51.28,0,1957,0,0,0,54.25,343.58,1726.94,171.79,0,54.25,2242.31,2296.56
"Amarillocity",157615,"TX",24915,24.915,1.16,24.28,6.76,1730.1,250,74.31,16.77,43.45,0.170669035307553,1962,6.54,52.93,123.7,488.28,1628.98,5561.37,385.98,41.04,671.45,7617.37,8288.82
"Bethlehemcity",18867,"PA",30565,30.565,0.42,25.24,4.06,4154.3,NA,78.78,6.09,25.87,0,1954,1.37,24.68,100.08,183.71,730.73,2665.17,238.55,9.6,309.84,3644.05,3953.89
"Coltoncity",40213,"CA",28838,28.838,5.34,29.69,9.69,2746,NA,67.71,15.59,12.91,0.24867580135777,1978,14.48,36.19,415,629.74,1937.46,3353.76,1544.18,43.43,1095.41,6878.83,7974.24
"Middletowntownship",43063,"PA",46756,46.756,0.29,15.07,3.53,2142.8,NA,85.63,3.52,14.97,0.0208996121960848,1965,0,11.07,48.69,46.48,455.9,2919.11,486.89,21.08,106.24,3882.98,3989.22
"Daphnecity",11290,"AL",38017,38.017,0.31,11.47,4.13,987.9,NA,80.38,7.06,42.55,0,1980,0,0,20.55,102.77,644.06,2295.31,82.22,21.08,123.32,3042.67,3165.99
"Chesterfieldtownship",25905,"MI",42026,42.026,0.18,15.58,5.38,896.1,NA,85.09,4.31,34.07,0,1978,0,26.92,18.78,240.44,544.74,3189.57,270.49,7.51,286.14,4012.31,4298.45
"LowerMakefieldtownship",25083,"PA",69904,69.904,0.65,5.62,2.95,1349.9,NA,91.63,1.8,26.54,0,1974,3.92,0,3.92,15.68,419.39,1407.13,188.14,0,23.52,2014.66,2038.18
"GardenGrovecity",143050,"CA",39882,39.882,10.72,25.6,6.21,7697.5,168,75.52,10.42,12.93,0.0328556448794128,1963,8.74,22.19,289.17,296.57,1182.9,3412.87,1209.8,43.71,616.67,5849.28,6465.95
"Bridgewatertownship",32509,"NJ",63533,63.533,1.85,10.96,2.64,967.1,NA,89.06,1.62,51.4,0.107662493463349,1966,0,0,45.78,42.92,288.99,1997.2,200.29,14.31,88.7,2500.79,2589.49
"SanFernandocity",22580,"CA",32128,32.128,13.4,59.31,9.65,9119.5,NA,74.46,17.68,19.88,0,1955,12.98,30.29,488.9,597.07,947.52,1964.26,1345.56,17.31,1129.24,4274.65,5403.89
"Radnortownship",28703,"PA",51762,51.762,1.26,7.03,3.49,2013.5,NA,87.6,5.31,37.92,0,1958,3.43,6.85,13.7,34.25,226.07,1438.65,123.31,3.43,58.23,1791.46,1849.69
"Hendersoncity",25945,"KY",22085,22.085,0.02,33.72,8.42,1922.4,NA,68.99,17.04,39.16,0.0539603006359607,1963,3.75,74.91,44.95,1168.58,1018.76,4415.9,307.13,33.71,1292.19,5775.5,7067.69
"Alliancecity",23304,"OH",21040,21.04,0.33,28.3,11.58,2733.9,NA,66.1,19.29,51.72,0.111568829385513,1947,0,105.16,403.8,504.75,1800.29,6730.04,626.74,88.33,1013.71,9245.4,10259.11
"Andovertown",29151,"MA",61070,61.07,1.17,8.78,4.05,907.4,NA,87.08,2.93,24.32,0,1961,0,29.15,22.67,51.82,576.54,1749.04,424.31,3.24,103.64,2753.13,2856.77
"Stocktoncity",210943,"CA",26876,26.876,6.16,33.37,10.28,3873.4,242,66.98,21.37,19.46,0.243667720663876,1970,20.11,70.17,694.52,779.43,2396.4,5493.14,1651.83,58.99,1564.23,9600.36,11164.59
"Windhamtown",13020,"ME",37245,37.245,0.28,15.41,4.35,269.2,NA,81.03,3.82,77.03,0,1971,0,15.23,30.46,45.68,776.61,2040.51,274.1,22.84,91.37,3114.06,3205.43
"Ferndalecity",25084,"MI",28964,28.964,1.07,26.23,6.29,6246,NA,67.97,10.66,35.82,0,1944,4.28,26.92,342.6,646.65,1040.64,4239.65,946.43,25.69,1020.45,6252.41,7272.86
"Ephrataborough",12133,"PA",30907,30.907,0.3,29.71,2.28,3253.5,NA,80.64,5.78,24.18,0,1954,0,23.56,23.56,78.54,392.71,2097.08,109.96,0,125.66,2599.75,2725.41
"Albioncity",10066,"MI",20078,20.078,0.28,29.49,12.35,2310.8,NA,53.45,25.36,45.91,0,1946,9.75,26.92,165.81,858.29,985.08,3725.74,87.78,29.26,1060.77,4827.86,5888.63
"Bridgetoncity",17779,"MO",38619,38.619,0.25,18.65,3.04,1181.8,NA,78.93,2.98,20,0,1966,5.58,33.46,507.5,239.81,1076.35,4573.09,775.19,0,786.35,6424.63,7210.98
"Prescottcity",26455,"AZ",22517,22.517,0.39,16.66,6.89,788.7,NA,72.45,13.27,26.49,0.0529200529200529,1974,3.18,44.51,50.87,340.2,721.73,4085.59,263.89,47.69,438.76,5118.9,5557.66
"Delanocity",22762,"CA",21054,21.054,9.64,58.07,23.83,2572.6,NA,70.47,23.66,24.8,0,1965,14.38,50.32,262.37,420.52,1563.45,4758.65,628.98,3.59,747.59,6954.67,7702.26
"Athenscity",16901,"AL",25823,25.823,0.23,33.7,6.03,544.4,NA,75.03,14.4,22.33,0,1967,10.61,10.61,37.13,498.54,509.15,2524.53,111.38,21.08,556.89,3166.14,3723.03
"OakCreekcity",19513,"WI",39995,39.995,0.17,18.88,3.79,658.1,NA,85.37,2.19,24.73,0,1972,0,30.84,61.69,35.98,550.04,3598.42,318.72,0,128.51,4467.18,4595.69
"EastRidgecity",21101,"TN",26728,26.728,0.08,24.3,4.64,2436.6,NA,73.65,7.62,23.56,0,1959,4.74,14.23,109.07,156.49,1085.98,3077.73,436.29,0,284.53,4600,4884.53
"Livoniacity",100850,"MI",48645,48.645,0.52,15.33,4.5,2725.1,147,87.78,2.59,24.41,0,1962,0.99,26.92,81.21,146.57,615.99,2660.06,439.71,21.08,255.69,3736.84,3992.53
"Eurekacity",27025,"CA",21812,21.812,0.73,20.72,8.55,2757.7,NA,63.6,18.66,31.37,0.640148011100833,1949,14.62,91.39,241.28,742.12,2230.02,7497.99,1089.42,138.92,1089.41,10956.35,12045.76
"Escondidocity",108635,"CA",32895,32.895,6.29,22.05,6.23,2942.1,NA,73.13,11.21,18.57,0.123348828646385,1977,6.84,22.23,183.86,411.34,1274.22,4112.58,1066.41,28.22,624.27,6481.43,7105.7
"CocoaBeachcity",12123,"FL",35862,35.862,0.87,9.8,3.72,2382.7,NA,70.44,5.24,16.75,0,1971,16.32,16.32,163.24,424.42,1632.39,8096.64,481.55,8.16,620.3,10218.74,10839.04
"ArroyoGrandecity",14378,"CA",34796,34.796,0.93,16.06,5.14,2451.9,NA,77.92,8.35,29.55,0,1973,0,32.85,39.41,624.06,762,2522.5,137.95,39.41,696.32,3461.86,4158.18
"Shorewoodvillage",14116,"WI",34417,34.417,1.79,8.19,2.78,8505.7,NA,79.17,6.31,28.57,0,1939,7.34,7.34,102.71,44.02,535.54,3389.33,227.42,0,161.41,4152.29,4313.7
"Ocoeecity",12778,"FL",32014,32.014,1.43,28.86,5.19,1366.9,NA,79.89,7.7,25.61,0,1979,0,46.03,72.33,499.7,1190.08,4076.53,532.58,0,618.06,5799.19,6417.25
"SealBeachcity",25098,"CA",32834,32.834,1.53,13.68,2.9,2067.4,NA,81.61,4.83,34.62,0,1965,3.99,11.97,139.68,87.8,893.96,1923.61,546.75,47.89,243.44,3412.21,3655.65
"Romecity",44350,"NY",24234,24.234,0.59,25.67,5.86,571.3,NA,73.08,12.06,29.22,0.00676437429537768,1948,0,20.38,31.71,88.33,486.95,1313.64,110.98,18.12,140.42,1929.69,2070.11
"Beckleycity",18296,"WV",19110,19.11,0.11,28.37,8.32,1963.1,NA,63.68,21.38,65.86,0.0491910800174902,1953,16.2,70.22,248.47,864.26,1339.6,6346.89,345.7,64.82,1199.15,8097.01,9296.16
"Anaheimcity",266406,"CA",39620,39.62,10.44,24.59,5.56,5807.6,NA,73.86,10.64,13.38,0.171542682972606,1968,11.64,24.69,320.58,226.525,1390.22,3225.16,1272.08,26.1,583.435,5913.56,6496.995
"Greenburghtown",83816,"NY",58947,58.947,5.29,12.2,4.37,2651.1,NA,84.04,4.1,38.17,0.628758232318412,1954,0,4.87,116.89,112.01,457.8,2763.84,53.57,9.74,233.77,3284.95,3518.72
"LakeJacksoncity",22776,"TX",46007,46.007,1.84,9.77,3.28,1593.2,NA,86.57,3.43,28.68,0,1971,3.91,15.65,15.65,31.31,348.27,1760.91,133.05,3.91,66.52,2246.14,2312.66
"Paramountcity",47669,"CA",29015,29.015,10.3,49.9,9.88,9784.3,NA,67.03,17.6,14.87,0,1965,24.78,38.12,703.25,1198.76,1391.24,2189.78,1728.57,49.55,1964.91,5359.14,7324.05
"Fairmontcity",20210,"WV",18370,18.37,0.41,25.74,13.48,2592.4,NA,69.3,21.89,67.14,0.16328550222662,1945,0,4.83,57.99,459.07,575.05,2967.04,140.14,0,521.89,3682.23,4204.12
"Herefordcity",14745,"TX",21120,21.12,1.48,43.25,7.7,2544,NA,76.92,27.89,43.38,0.18989487962021,1966,6.61,13.22,59.48,376.69,819.46,3951.89,251.12,52.87,456,5075.34,5531.34
"Edinacity",46070,"MN",48936,48.936,0.6,5.29,3,2825.1,NA,85.65,3.21,26.09,0,1965,2.13,26.92,36.21,59.63,736.89,2881.54,178.9,17.04,124.89,3814.37,3939.26
"WestDeptfordtownship",19380,"NJ",38410,38.41,0.28,20.42,3.88,1176.9,NA,80.07,5.25,30.3,0.0361197110423117,1968,4.92,9.84,44.29,83.66,718.47,2180.01,206.68,4.92,142.71,3110.08,3252.79
"Gardnercity",20125,"MA",28035,28.035,0.81,32.05,9.36,875.4,NA,69.9,10.98,34.52,0.0149068322981366,1941,0,73.38,34.24,709.36,934.4,1560.59,239.71,4.89,816.98,2739.59,3556.57
"Scherervilletown",19926,"IN",42658,42.658,0.36,12.75,3.3,1482.1,NA,86.02,3.43,16.38,0,1977,0,4.05,20.24,0,344.09,2011.9,356.23,12.14,24.29,2724.36,2748.65
"VanBurencity",14979,"AR",21105,21.105,0.54,35.44,7.38,986.5,NA,72.02,18.58,39.55,0.0534081046798852,1975,0,11.69,17.54,76,917.86,3887.75,280.62,5.85,105.23,5092.08,5197.31
"Piquacity",20612,"OH",25026,25.026,0.33,30.5,7.34,2686,NA,73.89,14.18,33.45,0,1948,0,124.57,47.91,38.33,809.7,4412.61,206.02,14.37,210.81,5442.7,5653.51
"InverGroveHeightscity",22477,"MN",39378,39.378,0.1,12.4,4.46,757.1,NA,75.88,7.23,29.77,0,1975,0,26.92,12.13,121.31,776.35,2713.19,315.39,76.83,160.36,3881.76,4042.12
"Coventrytown",10063,"CT",46426,46.426,0.22,13.47,4.23,257.5,NA,86.78,3.16,70,0,1958,9.77,0,0,78.19,615.72,1514.86,58.64,48.87,87.96,2238.09,2326.05
"SanClementecity",41100,"CA",46374,46.374,3.51,9.64,3.66,2271.2,NA,78.58,6.99,16.54,0.0340632603406326,1974,6.61,22.04,68.32,218.18,815.41,1458.92,471.61,35.26,315.15,2781.2,3096.35
"Salemcity",38091,"MA",32645,32.645,2.34,21.8,7.28,4539,NA,67.52,11.7,41.99,0.202147488908141,1939,2.65,37.13,82.23,108.75,1297.05,3363.31,992.02,7.96,230.76,5660.34,5891.1
"Lakewoodcity",126481,"CO",34054,34.054,0.64,11.82,4.78,2992.1,191,71.09,7.6,22.33,0.0545536483740641,1970,4.65,24,134.71,330.58,972.38,4145.8,476.13,56.52,493.94,5650.83,6144.77
"Miamicity",358548,"FL",16925,16.925,15.55,52.37,11.02,9728.3,2479,52.46,31.17,31.22,0.249896806006448,1962,33.53,53.87,1869.98,1871.83,3241.71,8415.45,2951.52,70.5,3829.21,14679.18,18508.39
"Manalapantownship",26716,"NJ",58028,58.028,0.58,14.18,4.36,842.5,NA,93.02,2.61,34.88,0.0112292259320258,1976,0,7.16,10.73,71.55,314.83,1184.17,89.44,7.16,89.44,1595.6,1685.04
"Narragansetttown",14985,"RI",35545,35.545,1.17,12.82,5.3,1022.4,NA,76.57,13.03,77.15,0,1971,0,26.79,6.7,395.15,997.92,1761.44,154.04,0,428.64,2913.4,3342.04
"Monroecity",16127,"NC",23153,23.153,0.07,35.05,6.03,1123.1,NA,56.74,16.69,32.04,0.130216407267316,1968,15.17,60.69,187.14,637.3,1957.41,5927.87,313.59,5.06,900.3,8203.93,9104.23
"BayCitycity",18170,"TX",25452,25.452,0.65,29.38,7.84,2387,NA,71.35,22.2,52.66,0,1970,10.39,25.98,140.3,415.69,822.715,7165.5,337.75,15.59,592.36,8341.555,8933.915
"Nederlandcity",16192,"TX",33253,33.253,0.1,15.74,3.85,3142.9,NA,81.56,6.69,45.8,0,1964,0,63.79,17.4,52.19,713.29,3647.65,301.55,0,133.38,4662.49,4795.87
"Coatesvillecity",11038,"PA",24887,24.887,0.62,32.4,6.87,5750.2,NA,49.04,18.19,54.95,0.543576734915746,1939,16.87,50.6,640.97,345.79,927.72,2791.6,556.63,25.3,1054.23,4301.25,5355.48
"Fitchburgcity",15648,"WI",35550,35.55,0.9,7.34,1.9,432.5,NA,78.08,5.34,15.03,0,1975,0,5.82,34.92,192.08,774.16,1821.89,145.52,0,232.82,2741.57,2974.39
"Calntownship",11997,"PA",41129,41.129,0.83,16.76,3.05,1322,NA,79.96,6.69,40.38,0,1974,0,32.78,114.74,303.23,557.29,3212.59,409.77,0,450.75,4179.65,4630.4
"Albuquerquecity",384736,"NM",27555,27.555,1.18,16.09,6.32,2809,213,68.56,13.98,19.49,0.0670589703069118,1971,11.91,61.71,369.78,1151.97,1953.47,4896.67,852.49,55.04,1595.37,7757.67,9353.04
"PalmBeachGardenscity",22965,"FL",44688,44.688,1.12,9.11,2.57,843.4,NA,78.49,4.51,27.96,0,1980,0,3.51,101.72,238.51,1150.47,4833.39,680.46,10.52,343.74,6674.84,7018.58
"Milfordtown",25355,"MA",38180,38.18,2.35,23.28,6.78,1676.4,NA,77.77,4.45,24.51,0.0907118911457306,1962,0,7.57,7.57,0,211.97,473.14,283.89,0,15.14,969,984.14
"Arcatacity",15197,"CA",18551,18.551,0.69,14.28,9.44,1816.1,NA,61.38,28.12,18.78,0,1966,0,51.52,38.64,309.12,1088.36,6246.78,341.32,25.76,399.28,7702.22,8101.5
"UnionCitycity",53762,"CA",46988,46.988,8.04,22.53,4.49,2766.7,NA,78.88,6.51,34.41,0,1975,1.8,37.73,213.79,298.23,1146.22,3221.29,479.69,48.51,551.55,4895.71,5447.26
"Opelikacity",22122,"AL",25369,25.369,0.73,30.1,6.91,474.8,NA,63.45,20.77,41.53,0.239580508091493,1970,12.5,70.81,329.04,2315.8,1807.66,4610.77,316.55,21.08,2728.15,6756.06,9484.21
"Middletowntown",42762,"CT",37644,37.644,1.3,22.74,4.43,1009.2,NA,69.73,7.02,34.04,0.224498386417848,1964,7.04,11.73,63.36,138.45,757.95,3433.06,680.51,7.04,220.58,4878.56,5099.14
"Dublincity",16366,"OH",71996,71.996,1.37,2.09,1.32,891.7,NA,92.11,1.04,28.03,0,1985,0,9.15,36.61,18.3,718.47,2315.58,164.74,0,64.06,3198.79,3262.85
"Parsippany-TroyHillstownship",48478,"NJ",50475,50.475,3.97,14.32,3.11,1958.2,NA,84.81,2.13,28.76,0,1964,6.02,22.09,30.12,90.35,785.03,1626.28,208.81,20.08,148.58,2640.2,2788.78
"RanchoPalosVerdescity",41659,"CA",79797,79.797,6.21,4.79,2.33,2942.9,NA,88.39,3.16,21.52,0,1966,2.27,9.08,47.67,265.59,542.53,824.01,217.92,18.16,324.61,1602.62,1927.23
